title,price,published_date,year,link,vin
New Listing2019 Kia Sorento EX,"ILS 87,058.50",Nov-10 13:19,2019,https://www.ebay.com/itm/155249954700?hash=item24259e4f8c:g:ob0AAOSwMMhjDWlC&amdata=enc%3AAQAHAAAAoNpw3%2B%2B4UW42gJXARp8nRy4XsF4h3o%2FW4e8ZpUL8mCrTuvouPpgOEYeOa3zL7mOvEhuFbhmcdNPdzNVEG5DRevvkOb5oGPL6RiGIatTFCaf345aHqmvaG8yPE8NTFXJQhu2DWV1Xel3xnLTeLdgyURHxZtfjdis4Ci%2BYvCiePwFKDj4LaLw16ktBgtuIWBx2KZe2B%2FS0uc6LFKmdVZMGkuk%3D%7Ctkp%3ABk9SR7TwltWMYQ,5XYPH4A53KG476989
New Listing2014 Kia Sorento EX,"ILS 30,206.43",Nov-10 12:49,2014,https://www.ebay.com/itm/325419328219?hash=item4bc480e2db:g:uh4AAOSw6OpjbVB6&amdata=enc%3AAQAHAAAAoNucxN%2Bi2OyScm2HL9qbj%2Fs%2FmAyxtoIY6K9ihf2gDJDgwoU4gJIOpZmNoMebyWfIxfQCSTJbJXUa4e0Kl2EeTz5LjG4VM3HCjqI%2B0UAdSqNBzSkTQkgKCQci3PtrEnQl0LOHt6VnDDl6py5W2G%2BCpwYgsAcErLxijxKalH3WmeZem8B5UI71eqcC%2FWcA1E85G9S3dHwfYmqgIp8OR613ALY%3D%7Ctkp%3ABk9SR7TwltWMYQ,5XYKU4A72EG429822
New Listing2012 Kia Optima EX FWD Sedan Sunroof Backup Camera Leather Seats USB Port,"ILS 46,144.77",Nov-10 11:01,2012,https://www.ebay.com/itm/364045333423?hash=item54c2caf3af:g:QLMAAOSwhhJjXYUk&amdata=enc%3AAQAHAAAAoEebVM8ChZXe3qi%2BTnysco%2BQMi6OW6gtdLQIRdI6CYiTWvBXgIbohocvjdyCgfUJZHSXfFIATxR2nwiEtudUxdk1wtYOiYNebtNO2WI1OHvu9tYG47ukoP%2FRoroaa0B6NOrDee04rnHPm%2FZxXrcG3PWH1CpFUKroInAyGDP0MBw1jn29RwIWWaZDFpdDJaYOBoeRYeI7udc8K%2FVAx4KNUcE%3D%7Ctkp%3ABk9SR7TwltWMYQ,5XXGN4A7XCG026885
New Listing2021 Kia Telluride EX,"ILS 156,359.17",Nov-10 10:08,2021,https://www.ebay.com/itm/334623589751?hash=item4de91ec577:g:RpMAAOSwGcdjGKtH&amdata=enc%3AAQAHAAAAkOqV1jyV1fKZFwZczXFjSnJZ2q9RIZHCZMiK4lh8Sqz4%2B3l7azySKJvRuw6Uu3xP45g2Y8TPHYS8YEscdRFymBN1EtTHRtFeWxnK4wJhzZ19P%2FPrPIxD2ht8hJs77m1k7DFaH3tisu2rz3UJK5887lK92mQHhI%2BBj%2BmEBBjbk2Eyfkhcbcpd9ZmMFTqrHDVJIQ%3D%3D%7Ctkp%3ABk9SR7TwltWMYQ,5XYP34HC8MG180615
New Listing2020 Kia Optima LX,"ILS 95,932.08",Nov-10 09:40,2020,https://www.ebay.com/itm/125606609978?hash=item1d3ebcc43a:g:L7MAAOSwfvZjbTDQ&amdata=enc%3AAQAHAAAAoPe1NI28uDbHPiD89z4vrQ1g%2BsSLjGzBYxxCDE1QKK1iC%2F8WMw9N7DkeESp4pcbp0%2FfuJwa9OCmBnTMBB9Vod%2Bf1J8TIzcoQudnPXzOcVI2LJ%2FcaxC1XkeYPAqqrYBfJdFeO0x8b9k39bVdnH8HyhCKdprJG%2B0w7OuD8CYZT%2BpgTPnxSvgOZnbnFeSGan66vzeASkwx9F0OO%2BLsuX6P3PH4%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XXGT4L37LG423129
New Listing2020 Kia Forte LXS,"ILS 92,378.38",Nov-10 09:40,2020,https://www.ebay.com/itm/125606609294?hash=item1d3ebcc18e:g:EFcAAOSwzeFjbTDG&amdata=enc%3AAQAHAAAAoJPsCKqJMv6rLCKYemr6iJJMisnhwH%2F1%2BRJ1BDnQEui%2FvNFp3tKxhtxbgwKaKFWqGg4gDJefrTVTEi9yVKOeZMr4OCRNn%2BCTVjVStzs6X5NbhutRi9zcn4tvcewS15jAVgMC%2FReVA%2B4JZv4HLDpyC2%2FgeI6ojLjD0tFbIIS3suaHF0g0tOj1qm2qnnex0ThrkR6RRAh8zJv3H8AL9kwiuLM%3D%7Ctkp%3ABk9SR7bwltWMYQ,3KPF24AD1LE209000
New Listing2002 Kia Sportage Base 4WD 4dr SUV,"ILS 21,140.95",Nov-10 09:34,2002,https://www.ebay.com/itm/185652542635?hash=item2b39c0fcab:g:9tsAAOSwmRxi-mNj&amdata=enc%3AAQAHAAAAoKKLfbcitX6O3SBV5cPZPlwArdk%2FR%2BvagzcAApr3RwMcIoL2kM8Usy1wOBATN53AuGRCthPA9hCbJk%2BahXp5T3JyHaKqyLm%2B61tl32R8e5Ai%2B%2FjBEfYNU9v8fk7FhBGYQhFTWEkWI%2FxdSESMGLl4VsBcNFbnLVI0owJN9tiCMIxaGB6G699MIFfp6uCab12TkRw%2BZKejiBZAiLQDrStMik8%3D%7Ctkp%3ABk9SR7bwltWMYQ,KNDJA723925149403
New Listing2019 Kia Forte FE,"ILS 58,628.91",Nov-10 06:47,2019,https://www.ebay.com/itm/155249411973?hash=item2425960785:g:P0MAAOSwVi5jG5XI&amdata=enc%3AAQAHAAAAoNjqAQQPJoMaSCqmsDT%2BIqaiUakjFcnwdCUn3ZfmevGENz61ZVEUd8D8O34XAYMqY6fk%2FZzRCW4qqNGH1rWVNikuycOH6%2FgtLd0CIb0%2BjNiVep%2BLuxqSMPvFwtTrNBlPzrH7zU9SZQXgoy5ejZHxRlA%2Fh%2FUxdvgNkazCNFkxsDA10IHO%2BOnJYYp%2FLJ0hca9qkiK6pLqKyH0o3xZ3fQDK4MQ%3D%7Ctkp%3ABk9SR7bwltWMYQ,3KPF24AD6KE137628
New Listing2017 Kia Sorento SX V6,"ILS 70,540.91",Nov-10 06:13,2017,https://www.ebay.com/itm/285034078116?hash=item425d5adfa4:g:c8gAAOSwwcBjX9iV&amdata=enc%3AAQAHAAAAoMupUqM%2BZ5uH4URHnFPgPoEVdNF3X29hYoa%2Bilivln7UVRlK41GBEiReAftVCx84IlvQxVHpFgBlGYi7cnR8IAF34xjTj3hPibXw19xASw04YJxj6xa38S5%2BK5oAuIHJqhxfREJkicFzxSXlK8l5gA5UGo8J6bzal0W4muFRsRNpj3bJ5mBv%2BjV4WrncCh16H2fkybf6%2BSTCBopRwYgpY64%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XYPKDA50HG312111
New Listing2016 Kia Sorento LX,"ILS 1,776.85",Nov-10 05:45,2016,https://www.ebay.com/itm/385224072723?hash=item59b124de13:g:-jUAAOSw2Ddi-AA4&amdata=enc%3AAQAHAAAAkFAMo9qfeuYjoFyHckUfWgapSmyH4h%2B5UTS%2Bpk2rrGrWBcgKqcvdmptVpfd%2Bm9einjxRfbwpIChfTJeM%2BXK6n%2FbAUcZZqhblcLZlVokVMUui8Ng7MJADWFaa5PmPjRxC61Rtyu9jRvp6o4Q9tUpi7ykIZBXOYq%2FjrVJBFTaVcPyjg%2FtBbl%2BN7FAGn%2BH6O3vy7Q%3D%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XYPG4A34GG096651
New Listing2023 Kia Niro SX Touring,"ILS 137,297.13",Nov-10 04:09,2023,https://www.ebay.com/itm/275534562513?hash=item402723c4d1:g:Gi0AAOSwwi9jbOnn&amdata=enc%3AAQAHAAAAoL5Ly7OntIM6XScCbGsnf2Wmbw9W6Rlti0BarguZk3Ja77A6xxG66RxePOhqY%2F5FaHflTxQnwGoyIgR9Zj35APAJ8%2BVoorsiFgGUhvUt14JGvlfxK9h1sv%2BctaiZOqMykeACmwypINuyLCWTsVZzBKsqgWYDNro1%2FuU%2B%2BCMmIqkgwzI3ety%2Fh6rbUIaZ%2B7l%2BdlvRkYEB8bX67c7ouBbZTIc%3D%7Ctkp%3ABk9SR7bwltWMYQ,KNDCT3LE8P5046976
New Listing2005 Kia Sorento EX 4WD 4dr SUV,"ILS 24,858.12",Nov-10 02:09,2005,https://www.ebay.com/itm/225244913678?hash=item3471a4a00e:g:I-YAAOSwleViznWa&amdata=enc%3AAQAHAAAAoK0e2kdmi1HIYBSIi6ewlk205Y%2BMnIn7otRuT68JVgm8xAOqiFKZzEAaIynuUvUyIiUERwdx061zGxeLKY0Tlue0Qs11rhyK%2F9tPbqMQh7RBAUfKYb86ahMGJMHCUGd0q4QTmX414QuP9Ro8U9MiwCQKMVhloGytcPnYXeopK5tZUZ047LrplgPJwceaTuatg9%2BSqdv4T4jd80EBZCAe6xk%3D%7Ctkp%3ABk9SR7bwltWMYQ,KNDJC733855471673
New Listing2022 Kia Telluride SX AWD,"ILS 202,543.03",Nov-10 00:06,2022,https://www.ebay.com/itm/354385266016?hash=item5283020560:g:nxwAAOSw3ohjRSAU&amdata=enc%3AAQAHAAAAkJkooP2bFixIidfWP%2F9fjnwfwn%2BjNDEbiHHM6H5CzHdPLXIJ4hwmd9opGDickkh2lPXk2KrSzNathirETNKxr4OvZ1j2uRMKb8f46HgtSFApLUzZozSOUFAWB1ip1fppcBnruGJWnxutOf%2FsG%2BlSZ9CzQ5u%2FfJL4nNQRbIDdMogMAi7uAoM3889pWql%2B6JSYtw%3D%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XYP5DHC5NG306148
New Listing2019 Kia Forte FE,"ILS 58,604.04",Nov-9 22:50,2019,https://www.ebay.com/itm/314224556859?hash=item49293e3b3b:g:WmoAAOSwyAtjbJ8K&amdata=enc%3AAQAHAAAAoKrw%2FstxjpFIfyhu0I5pL7NiTgdOgJN7CkkkH4WEd%2FWMySIQZMfLbGubbHcIznFG7vPC7cji5Evwg24MwaWacfHsGniV3ZezS6UeXk0735GbkQIPwOqBYBf%2B8BViEe0dWsdKgACBWEhBe%2BoTf6%2FEvh3m29wULzy7Whs5TEZzSV1JpweG1pWSi7HyXk%2F4KfYJXyssW0Di6yvHZj5P4WANyJI%3D%7Ctkp%3ABk9SR7bwltWMYQ,3KPF24AD0KE079791
2020 Kia Sedona LX FWD Passenger Van Backup Camera Cloth Seats Front Power Seats,ILS 3.55,Nov-9 21:19,2020,https://www.ebay.com/itm/304696363580?hash=item46f1518a3c:g:iTAAAOSwc1NjEKAQ&amdata=enc%3AAQAHAAAAoHS6ozqec0SwH1J77Hpcw4yi%2F2%2BnDpUF5%2B5Z23Syi8wHvq8K6HtbY5upFXmTXqKSBE7EVBVAqGY22qtvg%2B618l1wX4ieMCTsClv5cquNSkU3LMumRHPI5LKJIlCM3zIr0blq12PDHeMKkAs%2BPwK0Ci49%2FJF2ojRQdfJyq9sVlFVyT5KsUFw2zc4DihBYD8KOwk26G2PPCNtOkeUVo6newjc%3D%7Ctkp%3ABk9SR7bwltWMYQ,KNDMB5C16L6631141
New Listing2019 Kia Niro Plug-In Hybrid EX Premium,"ILS 93,430.28",Nov-9 19:19,2019,https://www.ebay.com/itm/385223102563?hash=item59b1161063:g:rEwAAOSwdjZjbG28&amdata=enc%3AAQAHAAAAkMYKWUhifLbzg8f1riQ3clChNGqyXh8UvCUnMLDnWqFuBcP9cS4A%2Ba8H9bEkXGnOvst%2FsC9ufMX8f3xhvpGRQ9DX1ToDLUdrGczEkWQ6Zdiw6zhLnUIdRHGzwJFgqXpViRwVQE1%2FSI6UqxwdwwHWgufdWpbOJTZUKlkf2AV1jfSSwajciutZS95L%2BfMMsOoGLg%3D%3D%7Ctkp%3ABk9SR7bwltWMYQ,KNDCC3LD7K5257537
New Listing2018 Kia Optima LX,"ILS 61,802.36",Nov-9 19:19,2018,https://www.ebay.com/itm/385223102022?hash=item59b1160e46:g:7sAAAOSwsXxjbG2i&amdata=enc%3AAQAHAAAAoPMsd0o%2FO0Rwa%2BXrkaFh8oPkWv1E7kV4eAyObEy9wRxjRE0VPfnZlncxEZXUiJuGtcCyndX048R92%2BNGwgrRKtQfb5zoPcOYt0dumdaXj%2B7cawyxE8288FrRJcR1P2RfX%2FaQxYMQd5AuTfQR%2FskbOfrdkR0VLqM9ykMecZtFjWB1Bo5pUY2J2OoAfuqFnHhL4CzPKWbt4boFhUkMaaeAZg8%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XXGT4L36JG255755
2013 Kia Sorento Sx,"ILS 49,364.42",Nov-9 19:13,2013,https://www.ebay.com/itm/314224397799?hash=item49293bcde7:g:6q8AAOSw9Q1jbRAq&amdata=enc%3AAQAHAAAAoAcdgJgzw%2BLPyiNBRKDAX8CT3PBMrmZdFFmC99Xux68tMeEaDYv8MkwBnBJnDy8etG%2FyiYpmJGoC9XL5bFHU8LXAFZlxrFYslUggc%2FOcAU060DRjChVMY81hAyoSetAQiaqJpAhV4QuT2%2FQCc2IInUWC9lTErnjqQffPji8TT5hR6G1qp%2BhlDo9lzqLa%2BGo3UB1c5%2B4i6lu%2FK%2FEOZ%2B3pX34%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XYKWDA20DG316495
2020 Kia Telluride LX,"ILS 127,560.00",Nov-9 19:12,2020,https://www.ebay.com/itm/204148052185?hash=item2f882c10d9:g:SukAAOSwB85jSLqf&amdata=enc%3AAQAHAAAAkIKI9wIQ12RwWERWGYkxIOTS%2FI7F66g%2FqXOFybc%2F9FLxwcOr9%2F6FweRbjatbyE%2FRb5SPNRuK5aHG38aHDr8g%2FSuPmQxCn%2Fq2vpiHV%2FckFoEYTZmj15dLVIIpCI5jzwG5XE%2F0VQjudBIAsUZcN6N4rTH%2BQTLcdBZhh0LR9V71wE%2B3Ey6f7y%2F4RXYM4WkSUHfMYw%3D%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XYP2DHC7LG012711
2011 Kia Sorento LX AWD Camera,"ILS 35,519.21",Nov-9 19:00,2011,https://www.ebay.com/itm/325418325680?hash=item4bc47196b0:g:XbkAAOSwoblhk8br&amdata=enc%3AAQAHAAAAoL3BUUrq4zf2z5HArMBDg0AeC%2BmrJt1Jr1Is%2Fhrln%2BBO7TPRodadTIjPIoZrbnw2ha4qX79SSaUKLnlJEXV1vTBEQP2NSJ9pysNH2zNXmIzr9IELVeUBaQRDqNUQ4ekLrJkEO0X033jvxRRIAqqYXvijGl0M7SZLcONQVYtU1I2e9aEcuWRBuh6zYH%2BwQtDXyOyEFjKOEtNNvBlPGnocpZc%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XYKTDA2XBG141808
2012 Kia Optima EX,"ILS 33,582.45",Nov-9 17:41,2012,https://www.ebay.com/itm/285033451379?hash=item425d514f73:g:MNkAAOSwH9RjbG0-&amdata=enc%3AAQAHAAAAoNNIhE7YDcETiKERnUHucbXFr5LCLf0PJ%2Fl2buc6pa8mYW5ntEv4%2BfxSVmVuQNiK4FzwzG40OD6UUe7PFg2hPX9WsrBpxzpQM6BhUgqOHYq3tIxS04VvqB0MMDV07SdbZz1uOKWq1lYtPCisd37yA%2BVraC49zP6ZsvyHvw28M7tjpmo2ZP%2FfWi8350mLcx%2BpjIdtpCO9mx0ZlGLPFjH4h%2Bg%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XXGN4A78CG014640
2015 Kia Sorento SX,"ILS 53,127.79",Nov-9 16:58,2015,https://www.ebay.com/itm/285033411464?hash=item425d50b388:g:9RcAAOSweY5jX-GY&amdata=enc%3AAQAHAAAAoIirx8BMceaP8Ne4DmhLXMYebD3qA37jVmdyr%2BwwI2wmtYH%2B%2Ft5eFIup3kKhFnTk4d%2FjuiONz8qQH4%2FG3yujESsOBwGyIBNqUOlhNtQdDC%2FFQvsTCsbLpJoQNOKgNF3CvWviM%2BH5YezIRHWs2uEpq3v8MnyhQBzKfwm5wukVX5w5qk3Neb62xx%2B8w0d0QIs2Wed6sX%2F%2FJj97j5u0nXoUDX8%3D%7Ctkp%3ABk9SR7bwltWMYQ,5XYKWDA72FG551530
2015 Kia Forte LX,"ILS 35,892.35",Nov-9 16:58,2015,https://www.ebay.com/itm/285033411424?hash=item425d50b360:g:GyoAAOSw4~xjX-GY&amdata=enc%3AAQAHAAAAoGYdrp8npG64sNPeK8QrH5iJ9K6hTMBT2oi1NORa%2B5OzgPY1ZPChW61JG6AJVUN1VhwH6dkmh9h7bPpPpzRNJSgGeb%2FkApOQUcs0cqqmLw3mhmJj1uHBBFqRORU0K8xW8Scphqo2B04CFYi0JgC6bYqEZjbRbr317BQVEMsnLocXUhQN8YWLO9t1xwq8uJ140g5iFZi61S%2Fn2MGtWnGO4sk%3D%7Ctkp%3ABk9SR7bwltWMYQ,KNAFX4A68F5397675
2020 Kia Forte GT,"ILS 77,470.62",Nov-9 16:46,2020,https://www.ebay.com/itm/285033401092?hash=item425d508b04:g:gS0AAOSwt-xjX-PS&amdata=enc%3AAQAHAAAAoOku93rpAPZT0XasI%2BsY%2FeBfzyqSA12xMMlj8lBNmLeclyFYus8WubHf1KDjtpJ9T%2FV6y%2FV%2B7O5XKMDmTOzglto7AN0t%2BkzjxlLYiI3H5nTPlqDHYyFFE%2Fa1MEo3daZc7H7IKofyxGfGynt%2FUxIk%2FpTSSqWdCBF0r7yKigS0Lf6GNn9eEPiPM22yhl7DtOlJy9%2Bn%2FVdEbifUrmtswgthKWc%3D%7Ctkp%3ABk9SR7jwltWMYQ,3KPF44ACXLE218005
2007 Kia Rondo EX,ILS 923.96,Nov-9 16:25,2007,https://www.ebay.com/itm/403986317037?hash=item5e0f75feed:g:QiwAAOSw5b5jbETm&amdata=enc%3AAQAHAAAAkOFmwCVzvPBqmEwTRC9OaxkLxYnmj8%2FQ8oXjVUq5tlUWauS4tZv4r0Az9TtvR4CKKqi3AfM8wtufOP6tP2Sb3sbPNBo0l5pv4EGjSVjueF41TkaLRsKIckf%2F1%2BUoy2j3HkuRi2gHOFfgH2SzONlkM6YLYQ0Y%2BAPbW1CIi%2B7qQ4XbWqwKNicgfGJ7BcLT247OZw%3D%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNAFG526877043178
2022 Kia Telluride SX AWD,"ILS 177,684.91",Nov-9 14:14,2022,https://www.ebay.com/itm/185651625674?hash=item2b39b2feca:g:qOEAAOSwMPpjbCZA&amdata=enc%3AAQAHAAAAkLm%2FD7n3xMI79szM5yOrSmAT%2F6OKg3XxOJUG8Mai9AetrspmRmxEsmuFRY67TQNgjgcVksx9mmhjP4oUwb%2FIOkOWI3%2B%2FbjPYpA8inqkYkDHYwg4ZcRkso2%2BNwGZZZfv2spm4Hm2j4ImIhmykG3OjwIO1dIQ2JDhcRD%2F5DNi%2BIcJT6WpBNYaTBy85fwo39f9BOw%3D%3D%7Ctkp%3ABk9SR7jwltWMYQ,5XYP5DHC9NG261750
2020 Kia Soul S,"ILS 34,648.56",Nov-9 14:03,2020,https://www.ebay.com/itm/175483658656?hash=item28dba421a0:g:NbgAAOSwLG1jXrI6&amdata=enc%3AAQAHAAAAoLV4rw2EIhlxG2imYPEGBxh3NTDRXnjN%2BEjye%2BWtZpBlwFQ7KgIfAXnGrkZF6atQW81Hf1W%2BC4pJHwXgxkFoBDlhKeaDJE9ikGJDgvM4ABy80CuhnF4kqrkQaYBPZVU9O%2B2fvxX6pEXq51DFyDs4u%2BqFomqux527tpDVwI2IamWy%2B5HZuufKLVX%2B8bYda0B6gtrwHD%2BfEC8mKCsxMKaiahY%3D%7Ctkp%3ABk9SR7jwltWMYQ,KNDJ23AU4L7041275
2021 Kia Sorento SX,"ILS 137,165.64",Nov-9 13:53,2021,https://www.ebay.com/itm/304696039271?hash=item46f14c9767:g:qsQAAOSwIUNi3wyk&amdata=enc%3AAQAHAAAAoMIAytUwRjZ%2BrLSUcZkSB4juPYo4elUVioAV44B%2FvWmzNf1p%2FFIewgtM3GzmP8UPNcrQ1kNrqQKzK6b1GcV9mvK2AXJYmJOTJskAffHMijh%2BsvlTe9%2FLogzfD4EsIPjjfp738sWU7wjbsG7ZOBy6I0SW7rk45vl6oU8SyzNRcyCblHtUV1xWJ2zdQRI2NqBkA5O8NtWtZSqFcAGb9ZkFJD8%3D%7Ctkp%3ABk9SR7jwltWMYQ,5XYRKDLF0MG051104
